label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;kA_char;kA_char_set;kA_char_param;Tamb;Tamb_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group;kA_char_group
pipe11_back;pipe;['network losses'];[None];[-393.80878167799915];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-393.80878167799915;False;False;0.9295037393902268;False;False;73227916.25396158;False;False;0.036;True;False;90.78546139112804;True;False;0.00069;True;False;7.291367744887057;True;False;0x00000209CF1520F0;False;m;0;True;-1.1652595252231903;False;1.4417308500018275;False;0.27647132477863723;False;default;default;default
pipe12_back;pipe;['network losses'];[None];[-394.9520860763252];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-394.9520860763252;False;False;0.9782731986467248;False;False;23068313.55753433;False;False;0.036;True;False;28.600699292150182;True;False;0.00069;True;False;7.2913677448869505;True;False;0x00000209CF152128;False;m;0;True;-1.194523263480125;False;1.445916478404998;False;0.251393214924873;False;default;default;default
pipe13_back;pipe;['network losses'];[None];[-396.1061260082972];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-396.1061260082972;False;False;0.9647006967460117;False;False;38847392.94832295;False;False;0.036;True;False;48.16637831516918;True;False;0.00069;True;False;7.291367744887034;True;False;0x00000209CF1520B8;False;m;0;True;-1.189186802669923;False;1.4501414095123457;False;0.26095460684242267;False;default;default;default
pipe14_back;pipe;['network losses'];[None];[-397.25529610667076];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-397.25529610667076;False;False;0.946783675530275;False;False;61852788.6214167;False;False;0.036;True;False;76.69419795525604;True;False;0.00069;True;False;7.291367744886884;True;False;0x00000209CF1524A8;False;m;0;True;-1.1800494485009312;False;1.4543485121972206;False;0.2742990636962894;False;default;default;default
pipe17_back;pipe;['network losses'];[None];[-366.29727455750134];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-366.29727455750134;False;False;0.9894497111334497;False;False;211763530.66860765;False;False;0.0217;True;False;16.97056274847714;True;False;0.00069;True;False;6.69242526187842;True;False;0x00000209CF152438;False;m;0;True;-1.1147787667361355;False;1.3410114389804186;False;0.22623267224428312;False;default;default;default
pipe16_back;pipe;['network losses'];[None];[-395.03709812586595];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-395.03709812586595;False;False;0.9990668012000838;False;False;18538371.324006706;False;False;0.036;True;False;21.93171219946131;True;False;0.00069;True;False;7.291367744887308;True;False;0x00000209CF1523C8;False;m;0;True;-1.2066412547475807;False;1.4462277068492257;False;0.2395864521016451;False;default;default;default
pipe5_feed;pipe;['network losses'];[None];[-524.7604943332226];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-524.7604943332226;False;False;0.9995911125354685;False;False;109674486.70964518;False;False;0.0217;True;False;8.54400374531753;True;False;0.00069;True;False;6.692425261878303;True;False;0x00000209CF152400;False;m;0;True;-1.4925973616468007;False;1.9211440392942436;False;0.4285466776474429;False;default;default;default
pipe15_feed;pipe;['network losses'];[None];[-518.7486832529707];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-518.7486832529707;False;False;0.9369270094796075;False;False;218116088.40183777;False;False;0.0217;True;False;17.804493814764857;True;False;0.00069;True;False;6.692425261878234;True;False;0x00000209CF152668;False;m;0;True;-1.438003346154268;False;1.8991348462492066;False;0.46113150009493853;False;default;default;default
pipe21_feed;pipe;['network losses'];[None];[-525.0665355868762];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-525.0665355868762;False;False;0.9929461662201842;False;False;162680017.79801998;False;False;0.0217;True;False;13.152946437965905;True;False;0.00069;True;False;6.692425261878297;True;False;0x00000209CF1526A0;False;m;0;True;-1.4909946550003095;False;1.9222644539149778;False;0.4312697989146683;False;default;default;default
pipe22_feed;pipe;['network losses'];[None];[-523.4203408896541];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-523.4203408896541;False;False;0.9918116921193733;False;False;554134457.9156919;False;False;0.0217;True;False;44.28317965096906;True;False;0.00069;True;False;6.692425261878249;True;False;0x00000209CF152780;False;m;0;True;-1.4881042294275644;False;1.9162377480858654;False;0.42813351865830107;False;default;default;default
pipe24_feed;pipe;['network losses'];[None];[-523.0675765634085];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-523.0675765634085;False;False;0.9981615402773242;False;False;330210348.24614143;False;False;0.0217;True;False;25.942243542145693;True;False;0.00069;True;False;6.692425261878261;True;False;0x00000209CF1524E0;False;m;0;True;-1.488684473541917;False;1.914946280664135;False;0.4262618071222182;False;default;default;default
pipe26_feed;pipe;['network losses'];[None];[-520.6681496498575];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-520.6681496498575;False;False;0.9993648594700258;False;False;154961495.48055604;False;False;0.0217;True;False;12.083045973594572;True;False;0.00069;True;False;6.692425261878243;True;False;0x00000209CF152518;False;m;0;True;-1.4835167351472616;False;1.9061619976198334;False;0.42264526247257184;False;default;default;default
